city,total,main_regular,main_irregular,other_regular,other_irregular
abatia,3936.41196845,1995.46837426,1940.94359419,1999.04194565,1937.3700228
adrianopolis,2423.10320454,1093.68030826,1329.42289628,1096.54424932,1326.55895522
agudos do sul,4183.58982486,2169.97188496,2013.6179399,2174.95865172,2008.63117314
almirante tamandare,51607.47397417,36604.62335231,15002.85062186,36611.45437168,14996.01960249
altamira do parana,2110.42087687,829.86723369,1280.55364318,833.62423916,1276.7966377
alto paraiso,1144.59401349,626.96334604,517.63066745,626.96334604,517.63066745
alto parana,6237.72361606,3522.60686893,2715.11674713,3522.60686893,2715.11674713
alto piquiri,4443.50305634,2730.5419847,1712.96107164,2730.5419847,1712.96107164
altonia,11238.22199742,6469.25441362,4768.9675838,6477.74823695,4760.47376046
alvorada do sul,4550.16700203,2716.74680045,1833.42020158,2716.74680045,1833.42020158
amapora,2541.09457965,1360.74226982,1180.35230983,1360.74226982,1180.35230983
ampere,8165.5710992,5288.14617569,2877.42492351,5293.77253443,2871.79856477
anahy,1350.90047059,783.54919585,567.35127474,789.28818229,561.61228829
andira,9425.10921444,6318.62360078,3106.48561366,6329.37810896,3095.73110549
angulo,1552.59549818,842.92330371,709.67219447,856.58436468,696.0111335
antonina,6876.90094239,4245.09667847,2631.80426392,4245.09667847,2631.80426392
antonio olinto,3707.97766911,1399.86825264,2308.10941647,1404.210105,2303.7675641
apucarana,65910.50435118,44908.56860296,21001.93574822,44941.70888867,20968.79546251
arapongas,55096.41108933,41533.73917124,13562.67191809,41566.50448768,13529.90660164
arapoti,10769.49924386,6839.96002171,3929.53922215,6850.72451244,3918.77473142
arapua,1571.14009569,508.35895837,1062.78113732,508.35895837,1062.78113732
araruna,7074.62720668,4203.28661136,2871.34059532,4214.21231312,2860.41489356
araucaria,60760.45711474,45691.14638714,15069.3107276,45699.18259224,15061.2745225
ariranha do ivai,1405.93242382,823.8522435,582.08018032,844.5491717,561.38325211
assai,7634.61771366,4577.36982687,3057.24788679,4588.65308731,3045.96462634
assis chateaubriand,16375.25295379,8820.26762565,7554.98532814,8860.09495186,7515.15800192
astorga,13482.4897021,8981.56886618,4500.92083592,8981.56886618,4500.92083592
atalaia,2042.02044992,1353.02629586,688.99415406,1353.02629586,688.99415406
balsa nova,5035.34664983,3280.5175828,1754.82906703,3286.24336991,1749.10327991
bandeirantes,15294.13078062,9417.97608993,5876.15469069,9436.33195182,5857.79882878
barbosa ferraz,5637.84859854,2711.79454199,2926.05405655,2729.04921244,2908.7993861
barra do jacare,1346.23536662,704.4318229,641.80354372,708.15547438,638.07989225
barracao,5079.51902217,2951.19147194,2128.32755023,2954.49876663,2125.02025554
bela vista da caroba,2537.81717976,1377.39961762,1160.41756214,1384.03842284,1153.77875692
bela vista do paraiso,7427.3290624,4527.33166585,2899.99739655,4533.19614554,2894.13291686
bituruna,7509.57841042,4336.12422865,3173.45418177,4336.12422865,3173.45418177
boa esperanca,2269.57657747,999.14838316,1270.42819431,1013.72741175,1255.84916572
boa esperanca do iguacu,1718.96650919,551.9702046,1166.99630459,551.9702046,1166.99630459
boa ventura de sao roque,3723.1700025,1442.69490688,2280.47509562,1442.69490688,2280.47509562
boa vista da aparecida,3829.30732772,2085.83051934,1743.47680838,2085.83051934,1743.47680838
bocaiuva do sul,5642.49393204,3096.81978367,2545.67414837,3096.81978367,2545.67414837
bom jesus do sul,1869.8254701,967.02639811,902.79907199,995.01067115,874.81479894
bom sucesso,3147.47694094,2160.86078416,986.61615678,2164.23984792,983.23709303
bom sucesso do sul,1473.16779473,681.44530024,791.72249449,686.36826799,786.79952673
borrazopolis,4409.89164784,1658.32649579,2751.56515205,1676.28921559,2733.60243224
braganey,2886.42097985,1500.87028288,1385.55069697,1506.71605771,1379.70492215
brasilandia do sul,1404.77961657,802.0672252,602.71239137,802.0672252,602.71239137
cafeara,1233.53840168,891.42228731,342.11611437,891.42228731,342.11611437
cafelandia,8623.32424674,6471.92580301,2151.39844373,6481.45404026,2141.87020647
cafezal do sul,2229.52168024,1112.04674812,1117.47493212,1112.04674812,1117.47493212
california,4116.80725866,2151.42590914,1965.38134952,2151.42590914,1965.38134952
cambara,11068.61957488,8057.20205856,3011.41751632,8088.00286848,2980.61670639
cambe,51315.31146085,35875.44829961,15439.86316124,35923.45145987,15391.86000097
cambira,3883.12203348,2064.09522876,1819.02680472,2064.09522876,1819.02680472
campina da lagoa,7437.77971427,3546.72151048,3891.05820379,3567.81120063,3869.96851365
campina do simao,1910.52654249,618.28477435,1292.24176814,628.48407185,1282.04247065
campina grande do sul,19621.74781923,13995.37184141,5626.37597782,14012.97457299,5608.77324624
campo bonito,2305.39944015,1381.1710861,924.22835405,1400.10346455,905.29597561
campo do tenente,3034.96889421,1731.77333129,1303.19556292,1731.77333129,1303.19556292
campo largo,57230.57601236,41742.65032155,15487.92569081,41751.71726848,15478.85874388
campo magro,12502.21386973,7929.00934704,4573.20452269,7929.00934704,4573.20452269
campo mourao,43265.24564516,30072.76704441,13192.47860075,30072.76704441,13192.47860075
candido de abreu,8391.23401269,2971.65900636,5419.57500633,2986.16982935,5405.06418334
candoi,6607.53954018,3017.42612181,3590.11341837,3025.60893458,3581.9306056
cantagalo,5546.56655048,3107.01806087,2439.54848961,3107.01806087,2439.54848961
capanema,11275.33238137,6601.77978318,4673.55259819,6696.52993943,4578.80244193
capitao leonidas marques,7867.61451042,4690.64043474,3176.97407568,4720.61625108,3146.99825934
carambei,8473.32304505,6086.24210258,2387.08094247,6086.24210258,2387.08094247
carlopolis,7374.7458402,3865.5428594,3509.2029808,3865.5428594,3509.2029808
cascavel,153513.31441257,111521.60336332,41991.71104925,111740.23980138,41773.07461117
castro,29195.86549661,18278.27825116,10917.58724545,18293.1861084,10902.67938821
catanduvas,5390.1811497,2314.54593834,3075.63521136,2317.94930843,3072.23184127
