city,total,suitable,semi_suitable,inappropriate
agua branca,2562.00000002,527.59945078,1782.17762659,252.22292265
aguiar,1657.00246913,254.33453899,1220.01909459,182.64883555
alagoa grande,8013.99999999,3292.79488291,4224.54848847,496.65662861
alagoa nova,5434.99999999,1331.82310199,3599.90948505,503.26741295
alagoinha,3689.46365696,172.33529281,3385.65496149,131.47340266
alcantil,1563.91814225,-,1432.23406832,131.68407393
algodao de jandaira,671.22812393,69.35468009,531.19494067,70.67850317
alhandra,5012.14479958,352.89141153,4443.97949011,215.27389794
amparo,635.99999999,53.27161534,530.03402491,52.69435974
aparecida,2206.40085621,83.04895994,1951.76389567,171.58800060000004
aracagi,5017.0,519.47390299,3978.25509737,519.27099964
arara,3913.6036630999997,1638.7181267,2055.430074900001,219.4554615
araruna,5220.71829199,1576.91458908,3114.6517913000002,529.15191161
areia,6355.00000001,2089.93490601,3668.65084182,596.41425218
areia de baraunas,488.0,118.59088974,305.89687918,63.51223108
areial,1954.0713813999998,811.99202589,1043.18699228,98.89236323
aroeiras,5419.90472078,853.71110646,3868.34962835,697.84398597
assuncao,1040.14340683,-,983.24605823,56.8973486
baia da traicao,2094.64475699,83.17378835,1942.1627707000002,69.30819794
bananeiras,5940.00000001,994.30350994,4174.02720275,771.66928732
barauna,1299.99999999,-,1236.86368136,63.13631863
barra de santa rosa,4184.46770307,1709.12886467,2056.14674973,419.19208867
barra de santana,2421.49989551,56.33947472,1906.79214076,458.36828003
barra de sao miguel,1632.55260006,65.17549738,1485.969692,81.40741068
bayeux,27934.46538551,9590.56009813,18282.36422715,61.54106023
belem,5149.6563868,3180.80357926,1780.08922205,188.76358549
belem do brejo do cruz,1963.43424683,792.74334655,1034.54404638,136.1468539
bernardino batista,803.0,-,641.77923191,161.22076809
boa ventura,1493.59375318,134.10827873,1183.95123439,175.53424006
boa vista,1730.99999998,131.50126165,1475.60902397,123.88971436
bom jesus,699.00000002,3.39313327,637.3507913,58.25607545
bom sucesso,1512.28032768,246.42449978,1106.28961933,159.56620857
bonito de santa fe,2794.20316276,1080.84008681,1491.87483979,221.48823616
boqueirao,4851.67457538,2136.06531663,2445.42927907,270.17997968
borborema,1396.11095354,544.74197325,817.88348138,33.48549891
brejo do cruz,3627.01239856,1589.82319625,1745.32611737,291.86308494
brejo dos santos,1825.08136432,146.06365238,1560.46968236,118.54802958
caapora,5442.59468239,489.10477791,4874.31926625,79.17063823
cabaceiras,1505.19189391,381.90074661,1013.34051172,109.95063558
cabedelo,17022.61212085,7619.79363014,9348.25057465,54.56791606
cachoeira dos indios,2603.27134805,373.91559308,1966.7187581,262.63699687
cacimba de areia,1029.58340976,304.20965173,609.06745179,116.30630624
cacimba de dentro,4597.83454653,513.7311656,3750.66386862,333.43951231
