city,total,adequada,semi_adequada,inadequada
itaicaba,1687,32,1608,48
itaitinga,6741,1781,4831,129
itapage,9154,765,6964,1425
itapipoca,20531,1127,14595,4810
itapiuna,3653,181,2777,695
itarema,5964,93,3984,1888
itatira,3400,20,2034,1346
jaguaretama,4336,757,2953,625
jaguaribara,2049,42,1600,407
jaguaribe,8449,2368,4973,1108
jaguaruana,7302,202,6438,662
jardim,5698,811,3126,1761
jati,1742,5,1402,335
jijoca de jericoacoara,2677,147,1783,747
juazeiro do norte,50021,10242,38520,1259
jucas,5337,354,4023,960
lavras da mangabeira,7379,219,5761,1399
limoeiro do norte,12497,4274,7717,507
madalena,3356,32,2579,744
maracanau,42232,13705,27699,829
maranguape,19868,4931,13147,1790
marco,4156,12,3248,896
martinopole,1977,295,1360,322
massape,6575,138,5127,1311
mauriti,9406,319,6618,2470
meruoca,2464,46,1666,752
milagres,6082,281,4493,1308
milha,3236,17,2533,686
miraima,2476,172,1769,535
missao velha,7128,105,5382,1641
mombaca,9804,1005,6332,2467
monsenhor tabosa,3916,0,3029,887
morada nova,15299,1238,11958,2103
moraujo,1574,19,1233,322
morrinhos,3833,542,2479,812
mucambo,3358,6,2618,734
mulungu,1985,124,1321,541
nova olinda,2788,474,1856,458
nova russas,7493,214,6535,744
novo oriente,6459,18,4837,1604
ocara,4842,0,3677,1165
oros,5696,1121,4136,439
pacajus,10373,201,8746,1427
pacatuba,12047,3853,7499,695
pacoti,2390,198,1569,623
pacuja,1349,339,830,180
palhano,1884,438,1262,184
palmacia,2256,0,1718,538
paracuru,6205,369,4661,1175
paraipaba,5677,1175,3861,641
parambu,7676,313,5174,2190
paramoti,2533,10,1891,632
pedra branca,9926,1607,5992,2327
penaforte,1649,344,940,365
pentecoste,7426,682,5641,1103
pereiro,3435,30,2369,1036
pindoretama,3507,0,2937,571
piquet carneiro,3473,996,1917,560
pires ferreira,2080,0,1588,492
poranga,2766,4,2216,546
porteiras,3557,300,2371,886
potengi,2155,12,1656,486
potiretama,1395,4,1058,333
quiterianopolis,4378,155,2889,1333
quixada,16350,4577,9675,2098
quixelo,3961,76,3112,773
quixeramobim,14420,2497,9523,2400
quixere,4230,66,3876,288
redencao,5858,397,4340,1121
reriutaba,5124,63,4206,855
russas,13764,1077,11355,1332
saboeiro,3789,26,2989,775
salitre,3056,0,1831,1225
santa quiteria,9600,322,6830,2449
santana do acarau,5444,810,3332,1302
santana do cariri,3646,250,2479,917
sao benedito,9001,150,6866,1985
sao goncalo do amarante,8319,1126,6239,953
sao joao do jaguaribe,2438,434,1766,238
sao luis do curu,2812,4,2372,436
senador pompeu,6923,702,5220,1000
senador sa,1280,90,1016,174
sobral,35396,12917,20609,1870
solonopole,4273,296,3383,594
tabuleiro do norte,7059,426,5750,883
tamboril,5963,204,4246,1513
tarrafas,2158,14,1443,701
taua,12605,881,9603,2121
tejucuoca,2964,4,2134,826
tiangua,13032,212,10506,2314
trairi,9496,121,6566,2809
tururu,2561,87,1997,477
ubajara,6313,19,4948,1347
umari,1758,181,1210,367
umirim,3758,335,2764,658
uruburetama,3632,31,3060,541
uruoca,2656,202,1850,604
varjota,3776,40,3277,459
varzea alegre,8712,479,6890,1343
vicosa do ceara,9533,68,6493,2972
