city,quantity
abaiara,8385
acarape,12927
acarau,48918
acopiara,47070
aiuaba,14419
alcantaras,9528
altaneira,5687
alto santo,15377
amontada,32297
antonina do norte,6509
apuiares,12519
aquiraz,59206
aracati,60998
aracoiaba,24064
ararenda,10008
araripe,19592
aratuba,12359
arneiroz,7538
assare,20874
aurora,25194
baixio,5830
banabuiu,16162
barbalha,47004
barreira,17024
barro,20007
barroquinha,13878
baturite,29823
beberibe,42269
bela cruz,28318
boa viagem,50230
brejo santo,38398
camocim,55424
campos sales,25501
caninde,69407
capistrano,15822
caridade,15598
carire,18607
caririacu,25733
carius,18434
carnaubal,15218
cascavel,57063
catarina,15547
catunda,9286
caucaia,250266
cedro,24040
chaval,12159
choro,11987
chorozinho,18707
coreau,19973
crateus,70816
crato,104379
croata,16054
cruz,19779
deputado irapuan pinheiro,8385
erere,6302
eusebio,31500
farias brito,20315
forquilha,17485
fortaleza,2137229
fortim,12063
frecheirinha,11832
general sampaio,4866
graca,14813
granja,48382
granjeiro,5282
groairas,8741
guaiuba,19884
guaraciaba do norte,34989
guaramiranga,5703
hidrolandia,17667
horizonte,33778
ibaretama,12557
ibiapina,22108
ibicuitinga,9435
icapui,16048
ico,62508
iguatu,85548
independencia,25247
ipaporanga,11234
ipaumirim,11539
ipu,38989
ipueiras,38184
iracema,13146
iraucuba,19560
itaicaba,6579
itaitinga,29099
itapage,41060
itapipoca,94288
itapiuna,16268
itarema,30323
itatira,15541
jaguaretama,18024
jaguaribara,8730
jaguaribe,35002
jaguaruana,29720
jardim,26895
jati,7257
jijoca de jericoacoara,12007
juazeiro do norte,211511
jucas,22584
lavras da mangabeira,31318
limoeiro do norte,49480
madalena,14834
maracanau,179511
maranguape,87882
marco,20427
martinopole,8602
massape,29536
mauriti,42399
meruoca,11321
milagres,26883
milha,13028
miraima,11417
missao velha,32586
mombaca,41182
monsenhor tabosa,16299
morada nova,64339
moraujo,7046
morrinhos,17914
mucambo,13800
mulungu,8964
nova olinda,12054
nova russas,29339
novo oriente,26069
ocara,21584
oros,22016
pacajus,43932
pacatuba,51661
pacoti,10913
pacuja,5628
palhano,8150
palmacia,9841
paracuru,27541
paraipaba,25388
parambu,32209
paramoti,10953
pedra branca,40716
penaforte,7012
pentecoste,32574
pereiro,15211
pindoretama,14951
piquet carneiro,13125
pires ferreira,8639
poranga,11737
porteiras,15658
potengi,9195
potiretama,5768
quiterianopolis,18355
quixada,69449
quixelo,15576
quixeramobim,59156
quixere,16862
redencao,24925
reriutaba,21188
russas,57269
saboeiro,16212
salitre,13925
santa quiteria,42367
santana do acarau,26174
santana do cariri,16804
sao benedito,39834
sao goncalo do amarante,35535
sao joao do jaguaribe,8650
sao luis do curu,11489
senador pompeu,27188
senador sa,5605
sobral,155084
solonopole,16895
tabuleiro do norte,27087
tamboril,25973
tarrafas,9213
taua,51906
tejucuoca,13513
tiangua,57987
trairi,44475
tururu,11472
ubajara,27068
umari,7435
umirim,17343
uruburetama,16379
uruoca,11479
varjota,16593
varzea alegre,34830
vicosa do ceara,45404
