city,total
amparo de sao francisco,974.59438168
aquidaba,8281.82463406
aracaju,222670.58909005
araua,4135.79180854
areia branca,6573.90693823
barra dos coqueiros,9721.98186487
boquim,9528.0269436
brejo grande,2860.42088546
campo do brito,7215.45200125
canhoba,1626.65144344
caninde de sao francisco,9593.93714818
capela,11672.8488285
carira,8644.6453335
carmopolis,5226.39645003
cedro de sao joao,2501.59893417
cristinapolis,5930.0670882
cumbe,1570.63958062
divina pastora,1674.92798862
estancia,24416.19160731
feira nova,2067.38025165
frei paulo,5924.30591556
gararu,4757.46893577
general maynard,1137.66553548
gracho cardoso,2465.44782924
ilha das flores,3232.61984088
indiaroba,5354.5978156
itabaiana,37246.55221718
itabaianinha,15108.89280242
itabi,2204.75630317
itaporanga d'ajuda,11646.03867045
japaratuba,6404.55146773
japoata,5523.29814825
lagarto,38645.73566808
laranjeiras,10182.35427458
macambira,2763.85432616
malhada dos bois,1345.23052964
malhador,5131.6003859
maruim,6383.61064444
moita bonita,4913.56882519
monte alegre de sergipe,5752.49098158
muribeca,2850.61358219
neopolis,7767.20627615
nossa senhora aparecida,4025.03100755
nossa senhora da gloria,14192.84415061
nossa senhora das dores,9896.66933495
nossa senhora de lourdes,2621.66431001
nossa senhora do socorro,63776.24207161
pacatuba,4955.35167171
pedra mole,1345.35524715
pedrinhas,3275.71889277
pinhao,2622.78261092
pirambu,3328.03424624
poco redondo,12363.52960572
poco verde,8899.58389926
porto da folha,11312.34886586
propria,11322.61721384
riachao do dantas,6976.00138471
riachuelo,3346.15637478
ribeiropolis,7574.62061335
rosario do catete,3437.53945929
salgado,7474.86884173
santa luzia do itanhy,4667.71353004
santa rosa de lima,1443.69290378
santana do sao francisco,2806.33948612
santo amaro das brotas,4582.48284412
sao cristovao,30560.20627152
sao domingos,4559.3709889
sao francisco,1446.35879664
sao miguel do aleixo,1487.35557626
simao dias,16023.9201559
siriri,3054.33472727
telha,1261.45690179
tobias barreto,17943.79809321
tomar do geru,4970.25336223
umbauba,8539.37227529
