city,quantity
acari,3689
acu,16854
afonso bezerra,3712
agua nova,1098
alexandria,4621
almino afonso,1759
alto do rodrigues,3110
angicos,3918
antonio martins,2170
apodi,11317
areia branca,7261
ares,4137
augusto severo,3177
baia formosa,2843
barauna,5968
barcelona,1376
bento fernandes,1690
bodo,1295
bom jesus,2529
brejinho,3748
caicara do norte,2188
caicara do rio do vento,1015
caico,18222
campo redondo,3016
canguaretama,9299
caraubas,6258
carnauba dos dantas,2234
carnaubais,2874
ceara-mirim,21467
cerro cora,3835
coronel ezequiel,1504
coronel joao pessoa,1549
cruzeta,2691
currais novos,13755
doutor severiano,2388
encanto,1433
equador,2056
espirito santo,3908
extremoz,6850
felipe guerra,1751
fernando pedroza,965
florania,3179
francisco dantas,1014
frutuoso gomes,1708
galinhos,786
goianinha,5864
governador dix-sept rosado,3682
grossos,2541
guamare,2856
ielmo marinho,3276
ipanguacu,4036
ipueira,595
itaja,2408
itau,1803
jacana,2550
jandaira,2300
janduis,1953
januario cicco,2729
japi,2096
jardim de angicos,798
jardim de piranhas,3726
jardim do serido,3742
joao camara,9875
joao dias,938
jose da penha,1952
jucurutu,5954
lagoa d'anta,1994
lagoa de pedras,2065
lagoa de velhos,1071
lagoa nova,4822
lagoa salgada,2092
lajes,3454
lajes pintadas,1615
lucrecia,1202
luis gomes,3588
macaiba,18775
macau,8183
major sales,1180
marcelino vieira,3118
martins,2824
maxaranguape,2793
messias targino,1470
montanhas,4002
monte alegre,6926
monte das gameleiras,1182
mossoro,77608
natal,256253
nisia floresta,6657
nova cruz,12251
olho-d'agua do borges,1417
ouro branco,1377
parana,1415
parau,1365
parazinho,1489
parelhas,6187
parnamirim,43980
passa e fica,2988
passagem,916
patu,4016
pau dos ferros,8669
pedra grande,1717
pedra preta,1015
pedro avelino,3045
pedro velho,4686
pendencias,3957
piloes,972
poco branco,4658
portalegre,2419
porto do mangue,1497
presidente juscelino,2481
pureza,2641
rafael fernandes,1360
rafael godeiro,888
riacho da cruz,938
riacho de santana,1620
riachuelo,2097
rio do fogo,3033
rodolfo fernandes,1490
ruy barbosa,1395
santa cruz,10262
santa maria,1399
santana do matos,5575
santana do serido,773
santo antonio,7132
sao bento do norte,1417
sao bento do trairi,1054
sao fernando,977
sao francisco do oeste,1097
sao goncalo do amarante,23832
sao joao do sabugi,2101
sao jose de mipibu,12708
sao jose do campestre,3991
sao jose do serido,1368
sao miguel,7106
sao miguel de touros,3491
sao paulo do potengi,4650
sao pedro,2137
sao rafael,2414
sao tome,3533
sao vicente,1740
senador eloi de souza,1928
senador georgino avelino,1168
serra de sao bento,2361
serra do mel,2633
serra negra do norte,2038
serrinha,2487
serrinha dos pintos,1482
severiano melo,3824
sitio novo,1571
taboleiro grande,642
taipu,4057
tangara,4175
tenente ananias,3415
tenente laurentino cruz,1857
tibau,1264
tibau do sul,2408
timbauba dos batistas,753
touros,9915
triunfo potiguar,1457
umarizal,3560
upanema,3304
varzea,2922
venha-ver,1522
vera cruz,3002
vicosa,630
vila flor,927
