city,quantity
agua branca,3172
aguiar,2018
alagoa grande,9768
alagoa nova,6273
alagoinha,4117
alcantil,1940
algodao de jandaira,757
alhandra,5478
amparo,751
aparecida,1568
aracagi,6518
arara,3879
araruna,5749
areia,9385
areia de baraunas,750
areial,2040
aroeiras,6791
assuncao,978
baia da traicao,2519
bananeiras,7690
barauna,950
barra de santa rosa,4802
barra de santana,2812
barra de sao miguel,1688
bayeux,28878
belem,5331
belem do brejo do cruz,2133
bernardino batista,960
boa ventura,2163
boa vista,1635
bom jesus,756
bom sucesso,1477
bonito de santa fe,3243
boqueirao,5490
borborema,1709
brejo do cruz,3477
brejo dos santos,1736
caapora,6739
cabaceiras,1608
cabedelo,14110
cachoeira dos indios,2501
cacimba de areia,1075
cacimba de dentro,6001
cacimbas,2672
caicara,2624
cajazeiras,17356
cajazeirinhas,949
caldas brandao,1589
camalau,1630
campina grande,126017
campo de santana,2970
capim,1570
caraubas,1018
carrapateira,705
casserengue,2445
catingueira,1563
catole do rocha,8284
caturite,1446
conceicao,6285
condado,2271
conde,5262
congo,1462
coremas,5133
coxixola,421
cruz do espirito santo,4622
cubati,2063
cuite,6949
cuite de mamanguape,2100
cuitegi,2631
curral de cima,1917
curral velho,933
damiao,1440
desterro,2922
diamante,2478
dona ines,3180
duas estradas,1308
emas,936
esperanca,8320
fagundes,4711
frei martinho,975
gado bravo,3247
guarabira,16943
gurinhem,4203
gurjao,971
ibiara,2238
igaracy,2082
imaculada,3867
inga,5719
itabaiana,7744
itaporanga,7736
itapororoca,5041
itatuba,3130
jacarau,4978
jerico,2301
joao pessoa,210398
juarez tavora,2197
juazeirinho,5011
junco do serido,2045
juripiranga,2952
juru,3765
lagoa,1455
lagoa de dentro,2612
lagoa seca,7520
lastro,1202
livramento,2405
logradouro,1168
lucena,2858
mae d'agua,1424
malta,1878
mamanguape,12063
manaira,3821
marcacao,2406
mari,6275
marizopolis,1669
massaranduba,3780
mataraca,1967
matinhas,1436
mato grosso,820
matureia,2045
mogeiro,4929
montadas,1294
monte horebe,1343
monteiro,8146
mulungu,2863
natuba,3347
nazarezinho,2071
nova floresta,3105
nova olinda,2595
nova palmeira,1093
olho d'agua,3079
olivedos,992
ouro velho,915
parari,443
passagem,629
patos,29925
paulista,3377
pedra branca,1440
pedra lavrada,2344
pedras de fogo,8521
pedro regis,1755
pianco,5139
picui,5641
pilar,3021
piloes,2869
piloezinhos,2080
pirpirituba,3486
pitimbu,4908
pocinhos,4722
poco dantas,1244
poco de jose de moura,1162
pombal,10132
prata,1057
princesa isabel,6581
puxinana,4033
queimadas,11952
quixaba,473
remigio,4774
riachao,1006
riachao do bacamarte,1307
riachao do poco,1214
riacho de santo antonio,613
riacho dos cavalos,2418
rio tinto,7480
salgadinho,1044
salgado de sao felix,3831
santa cecilia,2726
santa cruz,1969
santa helena,1971
santa ines,1500
santa luzia,4483
santa rita,34801
santa teresinha,1469
santana de mangueira,2034
santana dos garrotes,2894
santarem,980
santo andre,893
sao bentinho,1106
sao bento,7600
sao domingos de pombal,807
sao domingos do cariri,646
sao francisco,1112
sao joao do cariri,1702
sao joao do rio do peixe,5633
sao joao do tigre,1324
sao jose da lagoa tapada,2013
sao jose de caiana,2103
sao jose de espinharas,1738
sao jose de piranhas,5916
sao jose de princesa,1686
sao jose do bonfim,819
sao jose do brejo do cruz,559
sao jose do sabugi,1303
sao jose dos cordeiros,1239
sao jose dos ramos,1599
sao mamede,2460
sao miguel de taipu,1805
sao sebastiao de lagoa de roca,3077
sao sebastiao do umbuzeiro,905
sape,14355
serido,3063
serra branca,3887
serra da raiz,1174
serra grande,1144
serra redonda,2175
serraria,2477
sertaozinho,1108
sobrado,2540
solanea,9750
soledade,4005
sossego,867
sousa,19070
sume,4969
taperoa,4681
tavares,4887
teixeira,4509
tenorio,903
triunfo,3004
uirauna,4636
umbuzeiro,3488
varzea,568
vieiropolis,1471
vista serrana,906
zabele,565
