city,quantity
abaiara,3341
acarape,4841
acarau,18470
acopiara,15709
aiuaba,5622
alcantaras,4262
altaneira,1925
alto santo,4908
amontada,13590
antonina do norte,2338
apuiares,5187
aquiraz,21982
aracati,22513
aracoiaba,8665
ararenda,3623
araripe,6311
aratuba,5010
arneiroz,2910
assare,6231
aurora,8611
baixio,2199
banabuiu,5864
barbalha,18917
barreira,6682
barro,6968
barroquinha,5792
baturite,11068
beberibe,15301
bela cruz,11081
boa viagem,16330
brejo santo,14565
camocim,21635
campos sales,9955
caninde,24840
capistrano,6814
caridade,5595
carire,6800
caririacu,10215
carius,6391
carnaubal,6356
cascavel,19709
catarina,5443
catunda,3969
caucaia,91971
cedro,7905
chaval,4817
choro,5107
chorozinho,7353
coreau,7009
crateus,23710
crato,38374
croata,6815
cruz,8017
deputado irapuan pinheiro,2935
erere,2333
eusebio,12212
farias brito,7881
forquilha,6376
fortaleza,767055
fortim,4783
frecheirinha,4427
general sampaio,1993
graca,6612
granja,16258
granjeiro,2095
groairas,3219
guaiuba,7539
guaraciaba do norte,13977
guaramiranga,2203
hidrolandia,6399
horizonte,11789
ibaretama,4685
ibiapina,9682
ibicuitinga,3868
icapui,5611
ico,21583
iguatu,29238
independencia,9223
ipaporanga,4089
ipaumirim,4358
ipu,15035
ipueiras,14937
iracema,5421
iraucuba,7712
itaicaba,2793
itaitinga,11753
itapage,13703
itapipoca,37359
itapiuna,6643
itarema,12376
itatira,5801
jaguaretama,6192
jaguaribara,3133
jaguaribe,12595
jaguaruana,10369
jardim,11831
jati,2744
jijoca de jericoacoara,4735
juazeiro do norte,75663
jucas,8672
lavras da mangabeira,11418
limoeiro do norte,16496
madalena,5643
maracanau,73034
maranguape,31642
marco,8100
martinopole,3199
massape,11420
mauriti,17549
meruoca,5066
milagres,10706
milha,4714
miraima,4539
missao velha,11970
mombaca,13174
monsenhor tabosa,6353
morada nova,22979
moraujo,2392
morrinhos,7142
mucambo,5188
mulungu,3402
nova olinda,4523
nova russas,10258
novo oriente,9677
ocara,8689
oros,8099
pacajus,17312
pacatuba,20189
pacoti,3993
pacuja,2390
palhano,3756
palmacia,3980
paracuru,10465
paraipaba,10263
parambu,11053
paramoti,4446
pedra branca,14042
penaforte,2735
pentecoste,12000
pereiro,6123
pindoretama,5454
piquet carneiro,3983
pires ferreira,3584
poranga,4939
porteiras,6673
potengi,2801
potiretama,2124
quiterianopolis,6448
quixada,25034
quixelo,2150
quixeramobim,19912
quixere,5881
redencao,9613
reriutaba,7579
russas,19691
saboeiro,5914
salitre,4674
santa quiteria,15976
santana do acarau,10574
santana do cariri,6470
sao benedito,15992
sao goncalo do amarante,13091
sao joao do jaguaribe,2651
sao luis do curu,4404
senador pompeu,8832
senador sa,2297
sobral,55965
solonopole,6070
tabuleiro do norte,8595
tamboril,10140
tarrafas,3241
taua,18398
tejucuoca,5877
tiangua,21855
trairi,17660
tururu,4178
ubajara,10308
umari,2863
umirim,6135
uruburetama,6380
uruoca,4282
varjota,6212
varzea alegre,11731
vicosa do ceara,16603
