city,total,married,separated,divorced,widow,single
abreulandia,1720,755,3,0,52,911
aguiarnopolis,2374,724,22,32,78,1519
alianca do tocantins,4813,1611,43,42,206,2912
almas,6262,2347,102,88,339,3386
alvorada,6779,2292,87,106,339,3955
ananas,7963,2823,70,67,252,4751
angico,2209,956,15,4,106,1129
aparecida do rio negro,2766,1160,25,9,112,1460
aragominas,4675,1365,81,16,154,3060
araguacema,3969,1229,35,16,194,2496
araguacu,7512,2907,141,113,268,4083
araguaina,88323,28786,1235,1197,3015,54091
araguana,3117,1246,18,10,123,1719
araguatins,19410,5784,124,130,627,12745
arapoema,5248,2022,34,29,197,2967
arraias,8305,3035,93,47,344,4786
augustinopolis,9766,2658,40,0,335,6733
aurora do tocantins,2511,865,23,18,91,1515
axixa do tocantins,6644,1685,57,18,199,4686
babaculandia,8253,3199,47,69,353,4585
bandeirantes do tocantins,1974,920,55,21,46,931
barra do ouro,2590,1020,37,4,88,1440
barrolandia,4069,2015,34,22,137,1862
bernardo sayao,3432,1499,42,12,77,1802
bom jesus do tocantins,1725,560,53,6,78,1028
brasilandia do tocantins,1467,774,39,16,41,596
brejinho de nazare,3740,1083,32,6,127,2492
buriti do tocantins,5854,1371,207,0,254,4021
cachoeirinha,1475,341,6,0,42,1086
campos lindos,3800,1385,63,10,120,2222
cariri do tocantins,2359,1037,19,21,88,1194
carmolandia,1529,637,31,0,53,808
carrasco bonito,2264,506,0,6,76,1676
caseara,2741,886,12,28,64,1752
centenario,1639,447,0,10,33,1149
chapada da natividade,2456,781,28,4,68,1575
chapada de areia,1018,388,7,4,28,592
colinas do tocantins,19818,7177,195,226,661,11559
colmeia,7259,2990,98,67,286,3818
combinado,3556,1682,29,20,115,1710
conceicao do tocantins,3133,725,34,15,101,2258
couto de magalhaes,3315,1101,29,30,154,2001
cristalandia,5843,1590,137,45,222,3849
crixas do tocantins,1074,378,3,7,29,656
darcinopolis,3213,1129,27,38,54,1965
dianopolis,11522,3808,174,52,549,6939
divinopolis do tocantins,4545,1834,138,50,132,2391
dois irmaos do tocantins,5757,1810,20,11,149,3767
duere,3501,1227,34,23,86,2130
esperantina,5385,1357,6,16,81,3925
fatima,3008,982,23,42,98,1864
figueiropolis,4483,1624,14,30,142,2673
filadelfia,6127,2080,33,25,219,3770
formoso do araguaia,14587,4578,81,103,412,9412
fortaleza do tabocao,1700,684,15,3,54,945
goianorte,3755,1533,50,10,165,1996
goiatins,7977,2366,65,29,311,5206
guarai,15714,5270,257,243,845,9100
gurupi,51773,17792,806,755,1788,30632
ipueiras,835,216,0,0,11,608
itacaja,5207,1673,51,0,151,3331
itaguatins,4780,1060,26,9,153,3532
itapiratins,2504,783,9,5,74,1634
itapora do tocantins,1926,1086,77,4,65,695
jau do tocantins,2515,860,0,7,39,1608
juarina,1828,769,39,1,37,982
lagoa da confusao,4645,1289,59,52,104,3142
lagoa do tocantins,1789,533,21,0,50,1186
lajeado,1801,570,46,6,41,1138
lavandeira,972,501,15,0,24,431
lizarda,2739,745,33,0,111,1850
luzinopolis,1515,580,12,9,33,881
marianopolis do tocantins,2572,803,58,36,59,1617
mateiros,1104,189,9,0,32,874
maurilandia do tocantins,2142,615,33,21,44,1430
miracema do tocantins,18795,6622,229,220,443,11282
miranorte,9336,3072,72,96,244,5852
monte do carmo,3915,1195,14,21,146,2538
monte santo do tocantins,1480,806,23,4,86,562
muricilandia,2037,653,46,14,87,1237
natividade,6713,1846,68,41,271,4486
nazare,4072,1209,30,41,143,2648
nova olinda,7197,2764,124,28,275,4006
nova rosalandia,2495,1013,22,30,76,1353
novo acordo,2261,663,5,21,46,1526
novo alegre,1785,605,0,6,47,1127
novo jardim,1574,239,10,0,36,1289
oliveira de fatima,746,271,6,8,22,439
palmas,106325,35341,1955,1562,2115,65352
palmeirante,2666,1033,26,24,62,1521
palmeiras do tocantins,3413,1115,16,21,146,2114
palmeiropolis,5720,1945,55,43,239,3438
paraiso do tocantins,28813,11028,648,410,1190,15537
parana,7732,1391,37,46,320,5937
pau d'arco,3235,966,12,13,97,2146
pedro afonso,6947,2037,97,61,266,4486
peixe,6774,2050,78,17,194,4434
pequizeiro,3548,1313,12,62,161,1999
pindorama do tocantins,3679,1346,108,15,162,2049
piraque,1932,617,56,7,23,1230
pium,4286,1606,42,21,176,2440
ponte alta do bom jesus,3521,895,15,9,144,2458
ponte alta do tocantins,4680,1727,73,17,211,2652
porto alegre do tocantins,1723,526,11,0,60,1126
porto nacional,34743,9533,474,331,888,23517
praia norte,4833,1351,6,13,237,3227
presidente kennedy,2899,1539,6,5,119,1231
pugmil,1475,716,38,3,39,679
recursolandia,2269,888,8,6,74,1293
riachinho,2691,993,19,15,71,1593
rio da conceicao,857,290,0,0,30,537
rio dos bois,1723,513,20,5,78,1107
rio sono,4559,1630,32,22,237,2639
sampaio,1966,437,4,15,79,1430
sandolandia,2665,1206,26,33,63,1337
santa fe do araguaia,4017,1354,46,11,152,2454
santa maria do tocantins,1681,450,3,6,65,1156
santa rita do tocantins,1431,509,17,0,30,875
santa rosa do tocantins,3179,719,41,10,74,2335
santa tereza do tocantins,1587,478,0,0,30,1079
santa terezinha do tocantins,1824,616,22,0,50,1137
sao bento do tocantins,2709,884,51,4,71,1700
sao felix do tocantins,901,386,20,19,10,467
sao miguel do tocantins,6230,1604,3,12,269,4342
sao salvador do tocantins,2028,322,12,0,30,1664
sao sebastiao do tocantins,2706,674,33,13,92,1895
sao valerio da natividade,3821,981,24,16,78,2722
silvanopolis,3596,1255,22,14,116,2189
sitio novo do tocantins,7242,2340,37,10,369,4486
sucupira,1156,398,0,0,13,744
taguatinga,10170,3010,57,18,402,6682
taipas do tocantins,1271,363,6,8,53,841
talisma,1792,707,23,8,24,1030
tocantinia,4069,792,9,6,62,3200
tocantinopolis,17337,4736,80,57,717,11747
tupirama,865,317,9,0,58,481
tupiratins,1042,351,12,11,46,622
wanderlandia,8056,2036,31,48,357,5584
xambioa,9190,3235,164,14,450,5328
